FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Harnosands v IFK Ostersund,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Karlbergs BK v Varmdo IF,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Karlbergs BK v Varmdo IF/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Kvarnby v Prespa Birlik,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Lindsdals IF v Nosaby IF,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Lindsdals IF v Nosaby IF/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Norrtalje v Stromsberg,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Raslatts v Tenhults,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Vasteras IK v Aspudden-Tellus,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Vasteras IK v Aspudden-Tellus/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Swedish Soccer/Swedish Division 2/Fixtures 07 September/Rynninge v Karlslunds,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
Swedish Soccer/Swedish Division 2/Fixtures 07 September/Rynninge v Karlslunds/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Swedish Soccer/Swedish Division 2/Fixtures 07 September/Sollentuna FF v Gamla Upsala,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
Swedish Soccer/Swedish Division 2/Fixtures 07 September/Sollentuna FF v Gamla Upsala/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Swiss Soccer/Swiss Challenge League/Fixtures 01 September/Schaffhausen v Winterthur,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716
Swiss Soccer/Swiss Challenge League/Fixtures 01 September/Schaffhausen v Winterthur/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Swiss Soccer/Swiss Challenge League/Fixtures 01 September/Schaffhausen v Winterthur/Total Goals,22,22,0,22,0,22,22,22,22,22,22,22,22,22,22
Thailand Soccer/Thailand Division 1/Fixtures 06 September/Pattaya Utd v Nakhon Pathom FC,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
Thailand Soccer/Thailand Division 1/Fixtures 07 September/TTM Lopburi FC v Nakhon Ratchasima FC,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
Thailand U19 v Myanmar U19/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Twente (W) v Ajax (W)/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
U19 Internationals/AFF U19 Championship/Fixtures 05 September / Indonesia U19 v Thailand U19,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454
U19 Internationals/AFF U19 Championship/Fixtures 05 September / Vietnam U19 v Australia U19,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167
U19 Internationals/AFF U19 Championship/Fixtures 07 September / Australia U19 v Japan U19,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679
U19 Internationals/AFF U19 Championship/Fixtures 07 September / Thailand U19 v Myanmar U19,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
U19 Internationals/Fixtures 04 September / Slovenia U19 v Poland U19,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295
U19 Internationals/Fixtures 05 September / Austria U19 v Switzerland U19,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
U19 Internationals/Fixtures 05 September / Germany U19 v Netherlands U19,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081
U19 Internationals/Fixtures 06 September / Estonia U19 v Belarus U19,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552
U20 Internationals/Four Nations Tournament U20/Fixtures 04 September / Poland U20 v Switzerland U20,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296
U21 Euro Championship/Qualifiers/Fixtures 03 September / Azerbaijan U21 v Israel U21,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
U21 Euro Championship/Qualifiers/Fixtures 03 September / Estonia U21 v Bulgaria U21,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140
U21 Euro Championship/Qualifiers/Fixtures 03 September / Latvia U21 v Croatia U21,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142
U21 Euro Championship/Qualifiers/Fixtures 03 September/Denmark U21 v Russia U21,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515,1515
U21 Euro Championship/Qualifiers/Fixtures 03 September/Denmark U21 v Russia U21/Asian Handicap,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
U21 Euro Championship/Qualifiers/Fixtures 03 September/Denmark U21 v Russia U21/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
U21 Euro Championship/Qualifiers/Fixtures 03 September/Iceland U21 v Armenia U21,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701
U21 Euro Championship/Qualifiers/Fixtures 03 September/Iceland U21 v Armenia U21/Asian Handicap,38,38,0,38,0,38,38,38,38,38,38,38,38,38,38
U21 Euro Championship/Qualifiers/Fixtures 03 September/Iceland U21 v Armenia U21/Total Goals,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
U21 Euro Championship/Qualifiers/Fixtures 03 September/Slovenia U21 v Andorra U21,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993
U21 Euro Championship/Qualifiers/Fixtures 03 September/Slovenia U21 v Andorra U21/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
U21 Euro Championship/Qualifiers/Fixtures 03 September/Slovenia U21 v Andorra U21/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
U21 Euro Championship/Qualifiers/Fixtures 04 September / Netherlands U21 v Georgia U21,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662
U21 Euro Championship/Qualifiers/Fixtures 04 September / Slovakia U21 v Scotland U21,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973
U21 Euro Championship/Qualifiers/Fixtures 04 September/Hungary U21 v Spain U21,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849
U21 Euro Championship/Qualifiers/Fixtures 04 September/Hungary U21 v Spain U21/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
U21 Euro Championship/Qualifiers/Fixtures 04 September/Hungary U21 v Spain U21/Total Goals,39,39,0,39,0,39,39,39,39,39,39,39,39,39,39
U21 Euro Championship/Qualifiers/Fixtures 04 September/Kazakhstan U21 v France U21,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598
U21 Euro Championship/Qualifiers/Fixtures 04 September/Kazakhstan U21 v France U21/Asian Handicap,29,29,0,29,0,29,29,29,29,29,29,29,29,29,29
U21 Euro Championship/Qualifiers/Fixtures 04 September/Kazakhstan U21 v France U21/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
U21 Euro Championship/Qualifiers/Fixtures 04 September/Norway U21 v Portugal U21,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223
U21 Euro Championship/Qualifiers/Fixtures 04 September/Norway U21 v Portugal U21/Asian Handicap,28,28,0,28,0,28,28,28,28,28,28,28,28,28,28
U21 Euro Championship/Qualifiers/Fixtures 04 September/Norway U21 v Portugal U21/Total Goals,33,33,0,33,0,33,33,33,33,33,33,33,33,33,33
U21 Euro Championship/Qualifiers/Fixtures 04 September/Romania U21 v Montenegro U21,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
U21 Euro Championship/Qualifiers/Fixtures 04 September/Romania U21 v Montenegro U21/Asian Handicap,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
U21 Euro Championship/Qualifiers/Fixtures 04 September/Romania U21 v Montenegro U21/Total Goals,20,20,0,20,0,20,20,20,20,20,20,20,20,20,20
U21 Euro Championship/Qualifiers/Fixtures 04 September/Ukraine U21 v Switzerland U21,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940
U21 Euro Championship/Qualifiers/Fixtures 04 September/Ukraine U21 v Switzerland U21/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
U21 Euro Championship/Qualifiers/Fixtures 04 September/Ukraine U21 v Switzerland U21/Total Goals,32,32,0,32,0,32,32,32,32,32,32,32,32,32,32
U21 Euro Championship/Qualifiers/Fixtures 05 September / Cyprus U21 v Belgium U21,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859
U21 Euro Championship/Qualifiers/Fixtures 05 September / Italy U21 v Serbia U21,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051
U21 Euro Championship/Qualifiers/Fixtures 05 September/Austria U21 v Bosnia U21,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
U21 Euro Championship/Qualifiers/Fixtures 05 September/Austria U21 v Bosnia U21/Asian Handicap,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
U21 Euro Championship/Qualifiers/Fixtures 05 September/Austria U21 v Bosnia U21/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
U21 Euro Championship/Qualifiers/Fixtures 05 September/Finland U21 v Wales U21,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
U21 Euro Championship/Qualifiers/Fixtures 05 September/Finland U21 v Wales U21/Asian Handicap,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
U21 Euro Championship/Qualifiers/Fixtures 05 September/Finland U21 v Wales U21/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
U21 Euro Championship/Qualifiers/Fixtures 05 September/Germany U21 v Rep of Ireland U21,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541
U21 Euro Championship/Qualifiers/Fixtures 05 September/Italy U21 v Serbia U21,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515
U21 Euro Championship/Qualifiers/Fixtures 05 September/Lithuania U21 v England U21,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812,2812
U21 Euro Championship/Qualifiers/Fixtures 05 September/Lithuania U21 v England U21/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
U21 Euro Championship/Qualifiers/Fixtures 05 September/Lithuania U21 v England U21/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
U21 Euro Championship/Qualifiers/Fixtures 05 September/Sweden U21 v Greece U21,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535
U21 Euro Championship/Qualifiers/Fixtures 05 September/Sweden U21 v Greece U21/Asian Handicap,36,36,0,36,0,36,36,36,36,36,36,36,36,36,36
U21 Euro Championship/Qualifiers/Fixtures 05 September/Sweden U21 v Greece U21/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
U21 Euro Championships/Qualifiers/Fixtures 04 September/Slovakia U21 v Scotland U21/Asian Handicap,23,23,0,23,0,23,23,23,23,23,23,23,23,23,23
U21 Euro Championships/Qualifiers/Fixtures 04 September/Slovakia U21 v Scotland U21/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
U21 Internationals/Fixtures 04 September / Belarus U21 v Liechtenstein U21,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987
U23 Internationals/Fixtures 06 September/Morocco U23 v Egypt U23,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
U23 Internationals/Morocco U23 v Egypt U23,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
U23 Internationals/Morocco U23 v Egypt U23/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 01 September/Enerhiya Nova Kakhovka v Obolon-Brovar,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 01 September/Kremin v Arsenal Bila Tserkva,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 01 September/Real Pharm Ovidiopol v FK Makiyivvuhillya,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 01 September/Real Pharm Ovidiopol v FK Makiyivvuhillya/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 05 September/Arsenal Bila Tserkva v Enerhiya Nova Kakhovka,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643
Ukrainian Soccer/Ukrainian Druha Liga/Fixtures 05 September/Arsenal Bila Tserkva v Enerhiya Nova Kakhovka/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 01 September/Helios v MFC Mykolaiv,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 01 September/Helios v MFC Mykolaiv/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 01 September/Naftovik-Ukrnafta v Dinamo Kiev II,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 01 September/Sumy v Hirnyk,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Dinamo Kiev II v Bukovina,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Dinamo Kiev II v Bukovina/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/FC Poltava v Desna,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Hirnyk v Naftovik-Ukrnafta,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Hirnyk v Naftovik-Ukrnafta/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Hirnyk-Sport v Stal Dniprod,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/MFC Mykolaiv v Oleksandria,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Nyva Ternopil v Sumy,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Zirka v FK Ternopil,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 06 September/Zirka v FK Ternopil/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 07 September/Stal Alchevsk v Helios,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386
Ukrainian Soccer/Ukrainian Persha Liga/Fixtures 07 September/Stal Alchevsk v Helios/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Dynamo Kyiv U19 v FC Volyn Lutsk U19,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Dynamo Kyiv U19 v FC Volyn Lutsk U19/Asian Handicap,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Karpaty Lviv U19 v FK H-Z Uzh. U19,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Karpaty Lviv U19 v FK H-Z Uzh. U19/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Vorskla Poltava U19 v Dnipro U19,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Zorya Luhansk U19 v FC Olimpik Donetsk U19,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/FC Zorya Luhansk U19 v FC Olimpik Donetsk U19/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/Illichivets U19 v FC Metalurg Donetsk U19,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/Metallist Kharkiv U19 v Odessa U19,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886
Ukrainian Soccer/Ukrainian U19 League/Fixtures 03 September/Metallist Kharkiv U19 v Odessa U19/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Uruguayan Soccer/Uruguayan Primera/Fixtures 06 September/Danubio v Rampla Juniors,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
Uruguayan Soccer/Uruguayan Primera/Fixtures 06 September/Danubio v Rampla Juniors/Asian Handicap,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Uruguayan Soccer/Uruguayan Primera/Fixtures 06 September/Defensor Sporting v Penarol,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310
Uruguayan Soccer/Uruguayan Primera/Fixtures 06 September/Defensor Sporting v Penarol/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Uruguayan Soccer/Uruguayan Primera/Fixtures 06 September/Sud America v Fenix,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/Atenas v Wanderers (Uru),1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/Atenas v Wanderers (Uru)/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/El Tanque Sisley v Rentistas,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/El Tanque Sisley v Rentistas/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/Racing Club (Uru) v Juventud (Uru),1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/Racing Club (Uru) v Juventud (Uru)/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/River Plate (Uru) v Nacional (Uru),636,636,636,636,636,636,636,636,636,636,636,636,636,636,636
Uruguayan Soccer/Uruguayan Primera/Fixtures 07 September/River Plate (Uru) v Nacional (Uru)/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Uzbekistan Soccer/1st Division - Promotion Round/Fixtures 04 September/FK Kokand 1912 v FK Alanga Koson,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
Uzbekistan Soccer/1st Division - Promotion Round/Fixtures 04 September/FK Obod Tashkent v FK Sherdor Samarqand,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694
Uzbekistan Soccer/Uzbekistan Professional League/Fixtures 07 September/Olmaliq v Pakhtakor,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
Vietnam U19 v Australia U19/Asian Handicap,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
Welsh Soccer/Welsh Premier League/Fixtures 05 September/Bangor City v Airbus UK,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542
Welsh Soccer/Welsh Premier League/Fixtures 05 September/Connahs Quay v The New Saints,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565
Welsh Soccer/Welsh Premier League/Fixtures 05 September/Connahs Quay v The New Saints/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Welsh Soccer/Welsh Premier League/Fixtures 06 September/Newtown v Prestatyn,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
Welsh Soccer/Welsh Premier League/Fixtures 06 September/Newtown v Prestatyn/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Welsh Soccer/Welsh Premier League/Fixtures 07 September/Bala Town v Carmarthen Town,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636
Welsh Soccer/Welsh Premier League/Fixtures 07 September/Bala Town v Carmarthen Town/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Welsh Soccer/Welsh Premier League/Fixtures 07 September/Rhyl v Aberystwyth,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768
Welsh Soccer/Welsh Premier League/Fixtures 07 September/Rhyl v Aberystwyth/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Womens Soccer/BeNe League/Fixtures 02 September / Anderlecht (W) v OH Leuven (W),539,539,539,539,539,539,539,539,539,539,539,539,539,539,539
Womens Soccer/BeNe League/Fixtures 02 September / Heerenveen (W) v ADO Den Haag (W),650,650,650,650,650,650,650,650,650,650,650,650,650,650,650
Womens Soccer/BeNe League/Fixtures 02 September / KAA Gent (W) v Zwolle (W),566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
Womens Soccer/BeNe League/Fixtures 02 September / Lierse SK (W) v Standard (W),772,772,772,772,772,772,772,772,772,772,772,772,772,772,772
Womens Soccer/BeNe League/Fixtures 02 September / Twente (W) v Ajax (W),1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453
Womens Soccer/BeNe League/Fixtures 05 September / AFC Ajax Amsterdam (W) v Anderlecht (W),452,452,452,452,452,452,452,452,452,452,452,452,452,452,452
Womens Soccer/BeNe League/Fixtures 05 September / Club Brugge KV (W) v KAA Gent (W),265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
