FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Hong Kong Open 2014/Qualifying Matches/Paszek v K Zhang,838,100535.34,98785.2512,38816.6938,7/9/14 3:34,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Paszek v W Hsu,512,37663.59,38966.5734,7684.874,6/9/14 6:54,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Pavlovic v Y Xu,184,13787.98,14884.7604,4981.7562,6/9/14 4:46,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Q Wang v Kulichkova,1173,52616.3,62602.2234,20839.523,6/9/14 3:29,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Sh Hsieh v Ho Wu,583,19045.52,17067.3198,11947.8922,6/9/14 4:09,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Spackman v N Kolar,537,27490.71,26876.1115,11410.602,6/9/14 8:26,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Webley-Smith v Kostova,4142,228503.9,245401.5171,146741.6838,6/9/14 11:03,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/X Han v Linette,1275,68126.08,73562.8788,25610.882,6/9/14 11:06,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Y Xu v Bychkova,919,80797.52,72242.4136,43212.7002,7/9/14 3:56,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Yaf Wang v L Zhu,1626,81466.06,86739.399,26860.1806,6/9/14 6:31,Hong Kong,Causeway Bay
Group A/Medellin Challenger 2014/First Round Matches/Alejandro Gonzalez v Sant'anna,2271,134829.72,146603.4972,36537.1564,4/9/14 0:08,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Angelinos v F De Paula,1018,69596.42,72751.351,28628.5924,3/9/14 21:48,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Clezar v R Olivo,1298,74691.66,82533.5968,168419.9492,3/9/14 21:19,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/D Novikov v G Mina,418,39788.52,41665.046,6307.7376,2/9/14 20:36,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/G Pella v M Arevalo,4236,161649.91,144818.267,82382.2154,3/9/14 20:13,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Ghem v Romboli,1291,156292.08,167835.3888,24702.6108,2/9/14 19:12,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Jarry v Odesnik,1665,120137.86,133616.1764,24235.934,3/9/14 17:50,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Konstantinov v A Krajicek,500,63322.94,66199.9742,10057.744,2/9/14 16:52,Colombia,Medell’n
